source,target,relation
ref_premio_cervantes_1979_entrega_1980,categoria_personales_y_biograficas,belongs_to
ref_a_fondo_segunda_entrevista_en_color,categoria_personales_y_biograficas,belongs_to
ref_primera_entrevista_8_de_septiembre_de_1976,categoria_personales_y_biograficas,belongs_to
ref_edad_80_anos,categoria_personales_y_biograficas,belongs_to
ref_profesor_de_literatura_inglesa_uba,categoria_personales_y_biograficas,belongs_to
ref_facultad_de_filosofia_y_letras_uba,categoria_personales_y_biograficas,belongs_to
ref_ceguera_progresiva,categoria_personales_y_biograficas,belongs_to
ref_director_de_la_biblioteca_nacional_1955,categoria_personales_y_biograficas,belongs_to
ref_metodo_de_trabajo_dictado_y_borradores_mentales,categoria_personales_y_biograficas,belongs_to
ref_maria_kodama_colaboracion,categoria_personales_y_biograficas,belongs_to
ref_leonor_acevedo_de_borges_madre,categoria_personales_y_biograficas,belongs_to
ref_jorge_guillermo_borges_padre,categoria_personales_y_biograficas,belongs_to
ref_nora_norah_borges_hermana,categoria_personales_y_biograficas,belongs_to
ref_victoria_ocampo,categoria_personales_y_biograficas,belongs_to
ref_miguel_de_unamuno,categoria_personales_y_biograficas,belongs_to
ref_paul_groussac_maestro,categoria_personales_y_biograficas,belongs_to
ref_alfonso_reyes,categoria_personales_y_biograficas,belongs_to
ref_gerardo_diego_generacion_del_27,categoria_personales_y_biograficas,belongs_to
ref_manuel_mujica_lainez,categoria_personales_y_biograficas,belongs_to
ref_juan_liscano,categoria_personales_y_biograficas,belongs_to
ref_humberto_mata,categoria_personales_y_biograficas,belongs_to
ref_el_hacedor_1960,categoria_culturales_y_artisticas,belongs_to
ref_la_moneda_de_hierro_1976,categoria_culturales_y_artisticas,belongs_to
ref_el_oro_de_los_tigres,categoria_culturales_y_artisticas,belongs_to
ref_la_rosa_profunda,categoria_culturales_y_artisticas,belongs_to
ref_prologos_con_un_prologo_de_prologos,categoria_culturales_y_artisticas,belongs_to
ref_fervor_de_buenos_aires_1923,categoria_culturales_y_artisticas,belongs_to
ref_el_caudillo_novela_del_padre_colaboracion,categoria_culturales_y_artisticas,belongs_to
ref_la_lluvia_poema,categoria_culturales_y_artisticas,belongs_to
ref_lo_perdido_poema,categoria_culturales_y_artisticas,belongs_to
ref_beppo_soneto_al_gato,categoria_culturales_y_artisticas,belongs_to
ref_miguel_de_cervantes,categoria_culturales_y_artisticas,belongs_to
ref_don_quijote_de_la_mancha_segunda_parte,categoria_culturales_y_artisticas,belongs_to
ref_william_shakespeare_macbeth_sonetos_king_lear,categoria_culturales_y_artisticas,belongs_to
ref_walt_whitman_leaves_of_grass,categoria_culturales_y_artisticas,belongs_to
ref_joseph_conrad,categoria_culturales_y_artisticas,belongs_to
ref_h_g_wells,categoria_culturales_y_artisticas,belongs_to
ref_rudyard_kipling,categoria_culturales_y_artisticas,belongs_to
ref_angelus_silesius_die_rose_ist_ohne_warum,categoria_culturales_y_artisticas,belongs_to
ref_holderlin,categoria_culturales_y_artisticas,belongs_to
ref_eca_de_queiroz_madre,categoria_culturales_y_artisticas,belongs_to
ref_charles_dickens,categoria_culturales_y_artisticas,belongs_to
ref_emily_dickinson_publicacion_postuma,categoria_culturales_y_artisticas,belongs_to
ref_ramon_gomez_de_la_serna_greguerias_silverio_lanza,categoria_culturales_y_artisticas,belongs_to
ref_silverio_lanza,categoria_culturales_y_artisticas,belongs_to
ref_gongora_defensa_de_gerardo_diego,categoria_culturales_y_artisticas,belongs_to
ref_francisco_de_quevedo,categoria_culturales_y_artisticas,belongs_to
ref_julio_cortazar_casa_tomada_anales_de_buenos_aires,categoria_culturales_y_artisticas,belongs_to
ref_ernesto_sabato_uno_y_el_universo,categoria_culturales_y_artisticas,belongs_to
ref_ricardo_guiraldes_don_segundo_sombra,categoria_culturales_y_artisticas,belongs_to
ref_gabriel_garcia_marquez_cien_anos_de_soledad,categoria_culturales_y_artisticas,belongs_to
ref_virgilio,categoria_culturales_y_artisticas,belongs_to
ref_miguel_de_unamuno_pensamiento,categoria_culturales_y_artisticas,belongs_to
ref_norah_borges_grabado_la_bomba_1919_barcelona,categoria_culturales_y_artisticas,belongs_to
ref_expresionismo_norah,categoria_culturales_y_artisticas,belongs_to
ref_videoteca_de_la_memoria_literaria,categoria_culturales_y_artisticas,belongs_to
ref_anarquismo_spenceriano_individualista,categoria_pensamiento_y_conocimiento,belongs_to
ref_art_happens_whistler,categoria_pensamiento_y_conocimiento,belongs_to
